id,path,canonical,transcript,speaker_id,c_norm,t_norm,ph_error
NNM_Nu_6_S00045_45,audio_data/train/NNM_Nu_6_S00045_45.wav,l əː-5 nz k ɔ-1 nz l əː-5 nz u-4 tz s ə-0 iz m o-5 tz ŋ o-0 iz ɲ aː-1 ɓ a-1 ŋz ɣ eaː-5 k̟z z ə-4 tz v ɨ-2 ŋz t͡ɕ a-4 kz,l əː-5 nz k ɔ-1 nz l əː-5 nz u-4 tz s ə-0 iz m o-5 tz ŋ o-0 iz ɲ aː-1 ɓ a-1 ŋz ɣ eaː-5 k̟z z ə-4 tz v ɨ-2 ŋz t͡ɕ a-4 kz,S00045,l əː-5 nz k ɔ-1 nz l əː-5 nz u-4 tz s ə-0 iz m o-5 tz ŋ o-0 iz ɲ aː-1 ɓ a-1 ŋz ɣ eaː-5 k̟z z ə-4 tz v ɨ-2 ŋz t͡ɕ a-4 kz,l əː-5 nz k ɔ-1 nz l əː-5 nz u-4 tz s ə-0 iz m o-5 tz ŋ o-0 iz ɲ aː-1 ɓ a-1 ŋz ɣ eaː-5 k̟z z ə-4 tz v ɨ-2 ŋz t͡ɕ a-4 kz,False
MK_7_NU_S0007_56,audio_data/train/MK_7_NU_S0007_56.wav,tʰ u-0 k ɔ-0 nz ɗ ɨə-1 ŋz ɛ-0 mz ɗ i-0 h ɔ-5 kpz h a-1 ŋz ŋ a-1 iz ɓ o-2 ŋmz ɗ ɛ-5 pz h a-3 nz,tʰ u-0 k ɔ-0 nz ɗ ɨə-1 ŋz ɛ-0 mz ɗ i-0 h ɔ-5 kpz h a-1 ŋz ŋ a-1 iz ɓ o-2 ŋmz ɗ ɛ-5 pz h a-3 nz,S0007,tʰ u-0 k ɔ-0 nz ɗ ɨə-1 ŋz ɛ-0 mz ɗ i-0 h ɔ-5 kpz h a-1 ŋz ŋ a-1 iz ɓ o-2 ŋmz ɗ ɛ-5 pz h a-3 nz,tʰ u-0 k ɔ-0 nz ɗ ɨə-1 ŋz ɛ-0 mz ɗ i-0 h ɔ-5 kpz h a-1 ŋz ŋ a-1 iz ɓ o-2 ŋmz ɗ ɛ-5 pz h a-3 nz,False
PC_7_NAM_S0004_55,audio_data/train/PC_7_NAM_S0004_55.wav,v ə-5 iz ɓ aː-5 nz ɗ aː-2 l aː-1 mz ɣ i-1 ɗ e-3 ɓ aː-3 uz v e-5 ɲ ɨ-2 ŋz l w aː-1 iz ɗ o-5 ŋmz v ə-5 tz əː-0 t͡ɕ ɔ-0 ŋmz z ɨ-1 ŋz,v ə-5 iz ɓ aː-5 nz ɗ aː-2 l aː-1 mz ɣ i-1 ɗ e-3 ɓ aː-3 uz v e-5 ɲ ɨ-2 ŋz l w aː-1 iz ɗ o-5 ŋmz v ə-5 tz əː-0 t͡ɕ ɔ-0 ŋmz z ɨ-1 ŋz,S0004,v ə-5 iz ɓ aː-5 nz ɗ aː-2 l aː-1 mz ɣ i-1 ɗ e-3 ɓ aː-3 uz v e-5 ɲ ɨ-2 ŋz l w aː-1 iz ɗ o-5 ŋmz v ə-5 tz əː-0 t͡ɕ ɔ-0 ŋmz z ɨ-1 ŋz,v ə-5 iz ɓ aː-5 nz ɗ aː-2 l aː-1 mz ɣ i-1 ɗ e-3 ɓ aː-3 uz v e-5 ɲ ɨ-2 ŋz l w aː-1 iz ɗ o-5 ŋmz v ə-5 tz əː-0 t͡ɕ ɔ-0 ŋmz z ɨ-1 ŋz,False
MK_7_NAM_S0005_307,audio_data/train/MK_7_NAM_S0005_307.wav,əː-0 iz t o-3 k w o-4 kpz,əː-0 iz t o-3 k w o-4 kpz,S0005,əː-0 iz t o-3 k w o-4 kpz,əː-0 iz t o-3 k w o-4 kpz,False
LDMT_Nam_6_S00047_48,audio_data/train/LDMT_Nam_6_S00047_48.wav,tʰ i-1 ŋ ɛ-0 ɔ-0 mz s ɔ-1 mz,tʰ i-1 ŋ ɛ-0 ɔ-0 mz s ɔ-1 mz,S00047,tʰ i-1 ŋ ɛ-0 ɔ-0 mz s ɔ-1 mz,tʰ i-1 ŋ ɛ-0 ɔ-0 mz s ɔ-1 mz,False
NMA_7_NU_S0002_101,audio_data/train/NMA_7_NU_S0002_101.wav,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 t͡ɕ w o-5 tz t w i-4 ɣ ə-4 uz t w i-4,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 t͡ɕ w o-5 tz t w i-4 ɣ ə-4 uz t w i-4,S0002,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 t͡ɕ w o-5 tz t w i-4 ɣ ə-4 uz t w i-4,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 t͡ɕ w o-5 tz t w i-4 ɣ ə-4 uz t w i-4,False
LDMT_Nam_6_S00047_40,audio_data/train/LDMT_Nam_6_S00047_40.wav,l əː-4 pz k u-2 h ɔ-5 kpz əː-0 x ɔ-4 mz t͡ɕ ɛ-0 ŋ aː-1,l əː-4 pz k u-2 h ɔ-5 kpz əː-0 x ɔ-4 mz t͡ɕ ɛ-0 ŋ aː-1,S00047,l əː-4 pz k u-2 h ɔ-5 kpz əː-0 x ɔ-4 mz t͡ɕ ɛ-0 ŋ aː-1,l əː-4 pz k u-2 h ɔ-5 kpz əː-0 x ɔ-4 mz t͡ɕ ɛ-0 ŋ aː-1,False
LDMT_Nam_6_S00047_201,audio_data/train/LDMT_Nam_6_S00047_201.wav,ɗ u-4 ŋmz z o-1 iz ɓ aː-5 nz z ɔ-3 iz k w aː-4,ɗ u-4 ŋmz z o-1 iz ɓ aː-5 nz z ɔ-3 iz k w aː-4,S00047,ɗ u-4 ŋmz z o-1 iz ɓ aː-5 nz z ɔ-3 iz k w aː-4,ɗ u-4 ŋmz z o-1 iz ɓ aː-5 nz z ɔ-3 iz k w aː-4,False
THA_7_NU_S0043_36,audio_data/train/THA_7_NU_S0043_36.wav,z ɔ-5 nz t͡ɕ ɔ-0 k i-4 m o-5 tz t͡ɕ o-2 ŋ o-1 iz z iə-0 ŋz əː-0 ɣ ɔ-4 kpz l əː-4 pz t͡ɕ aː-3 iz t͡ɕ iə-4 uz t͡ɕ ɔ-0 k i-4 ŋ o-1 iz t ə-5 pz v iə-4 tz,z ɔ-5 nz t͡ɕ ɔ-0 k i-4 m o-5 tz t͡ɕ o-2 ŋ o-1 iz z iə-0 ŋz əː-0 ɣ ɔ-4 kpz l əː-4 pz t͡ɕ aː-3 iz t͡ɕ iə-4 uz t͡ɕ ɔ-0 k i-4 ŋ o-1 iz t ə-5 pz v iə-4 tz,S0043,z ɔ-5 nz t͡ɕ ɔ-0 k i-4 m o-5 tz t͡ɕ o-2 ŋ o-1 iz z iə-0 ŋz əː-0 ɣ ɔ-4 kpz l əː-4 pz t͡ɕ aː-3 iz t͡ɕ iə-4 uz t͡ɕ ɔ-0 k i-4 ŋ o-1 iz t ə-5 pz v iə-4 tz,z ɔ-5 nz t͡ɕ ɔ-0 k i-4 m o-5 tz t͡ɕ o-2 ŋ o-1 iz z iə-0 ŋz əː-0 ɣ ɔ-4 kpz l əː-4 pz t͡ɕ aː-3 iz t͡ɕ iə-4 uz t͡ɕ ɔ-0 k i-4 ŋ o-1 iz t ə-5 pz v iə-4 tz,False
THA_Nu_6_S00042_92,audio_data/train/THA_Nu_6_S00042_92.wav,ɗ o-4 ɓ aː-5 nz t i-1 mz t iə-4 ŋz n aː-1 uz k ɔ-4 ə-0 mz t͡ɕ əː-1,ɗ o-4 ɓ aː-5 nz t i-1 mz t iə-4 ŋz n aː-1 uz k ɔ-4 ə-0 mz t͡ɕ əː-1,S00042,ɗ o-4 ɓ aː-5 nz t i-1 mz t iə-4 ŋz n aː-1 uz k ɔ-4 ə-0 mz t͡ɕ əː-1,ɗ o-4 ɓ aː-5 nz t i-1 mz t iə-4 ŋz n aː-1 uz k ɔ-4 ə-0 mz t͡ɕ əː-1,False
PC_7_NAM_S0004_2,audio_data/train/PC_7_NAM_S0004_2.wav,s w o-4 tz ŋ a-1 iz ɗ ɔ-4 nz x eaː-4 k̟z,s w o-4 tz ŋ a-1 iz ɗ ɔ-4 nz x eaː-4 k̟z,S0004,s w o-4 tz ŋ a-1 iz ɗ ɔ-4 nz x eaː-4 k̟z,s w o-4 tz ŋ a-1 iz ɗ ɔ-4 nz x eaː-4 k̟z,False
DNK_7_NU_S0048_300,audio_data/train/DNK_7_NU_S0048_300.wav,ɓ o-0 ŋmz h w aː-0 ɗ aː-0 ŋz n əː-3 z ə-4 tz ɗ ɛ-5 pz,ɓ o-0 ŋmz h w aː-0 ɗ aː-0 ŋz n əː-3 z ə-4 tz ɗ ɛ-5 pz,S0048,ɓ o-0 ŋmz h w aː-0 ɗ aː-0 ŋz n əː-3 z ə-4 tz ɗ ɛ-5 pz,ɓ o-0 ŋmz h w aː-0 ɗ aː-0 ŋz n əː-3 z ə-4 tz ɗ ɛ-5 pz,False
TTT_Nu_6_S00049_82,audio_data/train/TTT_Nu_6_S00049_82.wav,n e-0 nz s ɔ-4 iz ɗ aː-2 h e-4 tz ɗ əː-1 iz z aː-0 nz aː-4 kz,n e-0 nz s ɔ-4 iz ɗ aː-2 h e-4 tz ɗ əː-1 iz z aː-0 nz aː-4 kz,S00049,n e-0 nz s ɔ-4 iz ɗ aː-2 h e-4 tz ɗ əː-1 iz z aː-0 nz aː-4 kz,n e-0 nz s ɔ-4 iz ɗ aː-2 h e-4 tz ɗ əː-1 iz z aː-0 nz aː-4 kz,False
NMA_7_NU_S0002_256,audio_data/train/NMA_7_NU_S0002_256.wav,z a-5 kz ŋ w iə-0 nz t͡ɕ ɔ-0 s ɨ-4 tʰ ə-1 nz s aː-0 ŋz z aː-3 v əː-1 m ɨə-5 nz ɗ ɨə-1 ŋz ɗ e-3 s ə-0 mz t͡ɕ iə-4 mz n ɨə-4 kz t aː-0,z a-5 kz ŋ w iə-0 nz t͡ɕ ɔ-0 s ɨ-4 tʰ ə-1 nz s aː-0 ŋz z aː-3 v əː-1 m ɨə-5 nz ɗ ɨə-1 ŋz ɗ e-3 s ə-0 mz t͡ɕ iə-4 mz n ɨə-4 kz t aː-0,S0002,z a-5 kz ŋ w iə-0 nz t͡ɕ ɔ-0 s ɨ-4 tʰ ə-1 nz s aː-0 ŋz z aː-3 v əː-1 m ɨə-5 nz ɗ ɨə-1 ŋz ɗ e-3 s ə-0 mz t͡ɕ iə-4 mz n ɨə-4 kz t aː-0,z a-5 kz ŋ w iə-0 nz t͡ɕ ɔ-0 s ɨ-4 tʰ ə-1 nz s aː-0 ŋz z aː-3 v əː-1 m ɨə-5 nz ɗ ɨə-1 ŋz ɗ e-3 s ə-0 mz t͡ɕ iə-4 mz n ɨə-4 kz t aː-0,False
LDMT_Nam_6_S00047_28,audio_data/train/LDMT_Nam_6_S00047_28.wav,ŋ ɛ-0 m ɛ-5 x i-3 t i-1 mz ɣ a-5 pz tʰ ɔ-3 v aː-1 ɲ i-4 mz,ŋ ɛ-0 m ɛ-5 x i-3 t i-1 mz ɣ a-5 pz tʰ ɔ-3 v aː-1 ɲ i-4 mz,S00047,ŋ ɛ-0 m ɛ-5 x i-3 t i-1 mz ɣ a-5 pz tʰ ɔ-3 v aː-1 ɲ i-4 mz,ŋ ɛ-0 m ɛ-5 x i-3 t i-1 mz ɣ a-5 pz tʰ ɔ-3 v aː-1 ɲ i-4 mz,False
THA_Nu_6_S00042_46,audio_data/train/THA_Nu_6_S00042_46.wav,s ɛ-3 z ə-5 tz m i-1 ŋ̟z s ɛ-3 ɓ a-0 iz ɗ i-0,s ɛ-3 z ə-5 tz m i-1 ŋ̟z s ɛ-3 ɓ a-0 iz ɗ i-0,S00042,s ɛ-3 z ə-5 tz m i-1 ŋ̟z s ɛ-3 ɓ a-0 iz ɗ i-0,s ɛ-3 z ə-5 tz m i-1 ŋ̟z s ɛ-3 ɓ a-0 iz ɗ i-0,False
THA_7_NU_S0043_88,audio_data/train/THA_7_NU_S0043_88.wav,ɗ ɨə-5 kz tʰ o-0 iz,ɗ ɨə-5 kz tʰ o-0 iz,S0043,ɗ ɨə-5 kz tʰ o-0 iz,ɗ ɨə-5 kz tʰ o-0 iz,False
TPA_Nu_6_S0009_29,audio_data/train/TPA_Nu_6_S0009_29.wav,i-0 ɗ u-4 ŋmz l aː-1 i-0 ə-0 iz ɣ aː-1 t͡ɕ o-4 ŋmz t͡ɕ ɔ-0 l aː-1 m i-1 ŋ̟z z ə-4 tz k w aː-0 nz t͡ɕ ɔ-5 ŋmz v aː-1 i-0 s e-0 ɣ aː-1 t͡ɕ o-4 ŋmz s aː-0 iz x iə-4 nz z a-5 iz z o-2 t ə-4 tz k aː-3,i-0 ɗ u-4 ŋmz l aː-1 i-0 ə-0 iz ɣ aː-1 t͡ɕ o-4 ŋmz t͡ɕ ɔ-0 l aː-1 m i-1 ŋ̟z z ə-4 tz k w aː-0 nz t͡ɕ ɔ-5 ŋmz v aː-1 i-0 s e-0 ɣ aː-1 t͡ɕ o-4 ŋmz s aː-0 iz x iə-4 nz z a-5 iz z o-2 t ə-4 tz k aː-3,S0009,i-0 ɗ u-4 ŋmz l aː-1 i-0 ə-0 iz ɣ aː-1 t͡ɕ o-4 ŋmz t͡ɕ ɔ-0 l aː-1 m i-1 ŋ̟z z ə-4 tz k w aː-0 nz t͡ɕ ɔ-5 ŋmz v aː-1 i-0 s e-0 ɣ aː-1 t͡ɕ o-4 ŋmz s aː-0 iz x iə-4 nz z a-5 iz z o-2 t ə-4 tz k aː-3,i-0 ɗ u-4 ŋmz l aː-1 i-0 ə-0 iz ɣ aː-1 t͡ɕ o-4 ŋmz t͡ɕ ɔ-0 l aː-1 m i-1 ŋ̟z z ə-4 tz k w aː-0 nz t͡ɕ ɔ-5 ŋmz v aː-1 i-0 s e-0 ɣ aː-1 t͡ɕ o-4 ŋmz s aː-0 iz x iə-4 nz z a-5 iz z o-2 t ə-4 tz k aː-3,False
THA_Nu_6_S00042_88,audio_data/train/THA_Nu_6_S00042_88.wav,t͡ɕ i-5 t͡ɕ aː-1 z o-2 t͡ɕ i-5 t͡ɕ aː-1 ɗ aː-2 z o-2 ɓ ɛ-4 ɲ ɛ-1 tʰ i-1 k o-0 t͡ɕ e-0 ɗ ɔ-4,t͡ɕ i-5 t͡ɕ aː-1 z o-2 t͡ɕ i-5 t͡ɕ aː-1 ɗ aː-2 z o-2 ɓ ɛ-4 ɲ ɛ-1 tʰ i-1 k o-0 t͡ɕ e-0 ɗ ɔ-4,S00042,t͡ɕ i-5 t͡ɕ aː-1 z o-2 t͡ɕ i-5 t͡ɕ aː-1 ɗ aː-2 z o-2 ɓ ɛ-4 ɲ ɛ-1 tʰ i-1 k o-0 t͡ɕ e-0 ɗ ɔ-4,t͡ɕ i-5 t͡ɕ aː-1 z o-2 t͡ɕ i-5 t͡ɕ aː-1 ɗ aː-2 z o-2 ɓ ɛ-4 ɲ ɛ-1 tʰ i-1 k o-0 t͡ɕ e-0 ɗ ɔ-4,False
NMA_7_NU_S0002_34,audio_data/train/NMA_7_NU_S0002_34.wav,v i-1 əː-0 z ɨ-1 ŋz v a-4 ŋz v ɛ-3,v i-1 əː-0 z ɨ-1 ŋz v a-4 ŋz v ɛ-3,S0002,v i-1 əː-0 z ɨ-1 ŋz v a-4 ŋz v ɛ-3,v i-1 əː-0 z ɨ-1 ŋz v a-4 ŋz v ɛ-3,False
NT_7_NAM_S0009_50,audio_data/train/NT_7_NAM_S0009_50.wav,k aː-4 uz ɲ iə-1 uz m ɨ-0 uz k e-4 ŋ o-1 iz t͡ɕ ɔ-0 ŋmz l w ə-5 nz ɓ aː-1 nz,k aː-4 uz ɲ iə-1 uz m ɨ-0 uz k e-4 ŋ o-1 iz t͡ɕ ɔ-0 ŋmz l w ə-5 nz ɓ aː-1 nz,S0009,k aː-4 uz ɲ iə-1 uz m ɨ-0 uz k e-4 ŋ o-1 iz t͡ɕ ɔ-0 ŋmz l w ə-5 nz ɓ aː-1 nz,k aː-4 uz ɲ iə-1 uz m ɨ-0 uz k e-4 ŋ o-1 iz t͡ɕ ɔ-0 ŋmz l w ə-5 nz ɓ aː-1 nz,False
DNK_7_NU_S0048_37,audio_data/train/DNK_7_NU_S0048_37.wav,h w aː-0 x w ɛ-0 s a-4 pz n əː-0 iz n əː-0 iz,h w aː-0 x w ɛ-0 s a-4 pz n əː-0 iz n əː-0 iz,S0048,h w aː-0 x w ɛ-0 s a-4 pz n əː-0 iz n əː-0 iz,h w aː-0 x w ɛ-0 s a-4 pz n əː-0 iz n əː-0 iz,False
NNM_Nu_6_S00045_105,audio_data/train/NNM_Nu_6_S00045_105.wav,eaː-0 ŋ̟z n ɔ-4 n ɔ-4 iz ɓ ɛ-1 nz ɓ aː-3 uz k aː-4 s ə-4 uz eaː-0 ŋ̟z k e-0 uz h u-0 h u-0 tʰ i-1 t͡ɕ a-3 ŋz k ɔ-4 ɣ i-1 ɗ aː-4 ŋz s əː-5,eaː-0 ŋ̟z n ɔ-4 n ɔ-4 iz ɓ ɛ-1 nz ɓ aː-3 uz k aː-4 s ə-4 uz eaː-0 ŋ̟z k e-0 uz h u-0 h u-0 tʰ i-1 t͡ɕ a-3 ŋz k ɔ-4 ɣ i-1 ɗ aː-4 ŋz s əː-5,S00045,eaː-0 ŋ̟z n ɔ-4 n ɔ-4 iz ɓ ɛ-1 nz ɓ aː-3 uz k aː-4 s ə-4 uz eaː-0 ŋ̟z k e-0 uz h u-0 h u-0 tʰ i-1 t͡ɕ a-3 ŋz k ɔ-4 ɣ i-1 ɗ aː-4 ŋz s əː-5,eaː-0 ŋ̟z n ɔ-4 n ɔ-4 iz ɓ ɛ-1 nz ɓ aː-3 uz k aː-4 s ə-4 uz eaː-0 ŋ̟z k e-0 uz h u-0 h u-0 tʰ i-1 t͡ɕ a-3 ŋz k ɔ-4 ɣ i-1 ɗ aː-4 ŋz s əː-5,False
NMA_7_NU_S0002_27,audio_data/train/NMA_7_NU_S0002_27.wav,n e-0 nz z aː-0 v ɔ-0 iz z ə-4 tz z a-1 iz,l e-0 nz z aː-0 v ɔ-0 iz z ə-4 tz z a-1 iz,S0002,n e-0 nz z aː-0 v ɔ-0 iz z ə-4 tz z a-1 iz,l e-0 nz z aː-0 v ɔ-0 iz z ə-4 tz z a-1 iz,True
TTD_7_NAM_S0001_61,audio_data/train/TTD_7_NAM_S0001_61.wav,k ɔ-1 nz ɓ ə-0 iz z əː-1 t͡ɕ u-4 ŋmz m i-1 ŋ̟z k u-1 ŋmz ɗ ɔ-5 kpz ɓ aː-1 iz ɓ o-1 k ə-0 uz t u-0 ŋmz k eaː-4 ŋ̟z ɲ ɛ-4,k ɔ-1 nz ɓ ə-0 iz z əː-1 t͡ɕ u-4 ŋmz m i-1 ŋ̟z k u-1 ŋmz ɗ ɔ-5 kpz ɓ aː-1 iz ɓ o-1 k ə-0 uz t u-0 ŋmz k eaː-4 ŋ̟z ɲ ɛ-4,S0001,k ɔ-1 nz ɓ ə-0 iz z əː-1 t͡ɕ u-4 ŋmz m i-1 ŋ̟z k u-1 ŋmz ɗ ɔ-5 kpz ɓ aː-1 iz ɓ o-1 k ə-0 uz t u-0 ŋmz k eaː-4 ŋ̟z ɲ ɛ-4,k ɔ-1 nz ɓ ə-0 iz z əː-1 t͡ɕ u-4 ŋmz m i-1 ŋ̟z k u-1 ŋmz ɗ ɔ-5 kpz ɓ aː-1 iz ɓ o-1 k ə-0 uz t u-0 ŋmz k eaː-4 ŋ̟z ɲ ɛ-4,False
TPA_Nu_6_S0009_24,audio_data/train/TPA_Nu_6_S0009_24.wav,s a-0 uz x i-0 t͡ɕ u-4 ŋmz m i-1 ŋ̟z ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz tʰ i-1 ɓ aː-5 nz h a-2 iz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz ɲ ɨ-2 ŋz i-0 n aː-1 uz ɗ u-4 ŋmz ɗ a-0 ŋz ɲ ɛ-4,s a-0 uz x i-0 t͡ɕ u-4 ŋmz m i-1 ŋ̟z ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz tʰ i-1 ɓ aː-5 nz h a-2 iz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz ɲ ɨ-2 ŋz i-0 n aː-1 uz ɗ u-4 ŋmz ɗ a-0 ŋz ɲ ɛ-4,S0009,s a-0 uz x i-0 t͡ɕ u-4 ŋmz m i-1 ŋ̟z ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz tʰ i-1 ɓ aː-5 nz h a-2 iz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz ɲ ɨ-2 ŋz i-0 n aː-1 uz ɗ u-4 ŋmz ɗ a-0 ŋz ɲ ɛ-4,s a-0 uz x i-0 t͡ɕ u-4 ŋmz m i-1 ŋ̟z ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz tʰ i-1 ɓ aː-5 nz h a-2 iz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz ɲ ɨ-2 ŋz i-0 n aː-1 uz ɗ u-4 ŋmz ɗ a-0 ŋz ɲ ɛ-4,False
TTD_7_NAM_S0001_124,audio_data/train/TTD_7_NAM_S0001_124.wav,t əː-4 k ɔ-4 eaː-0 ŋ̟z t͡ɕ i-5 ɨ-0,t əː-4 k ɔ-4 eaː-0 ŋ̟z t͡ɕ i-5 ɨ-0,S0001,t əː-4 k ɔ-4 eaː-0 ŋ̟z t͡ɕ i-5 ɨ-0,t əː-4 k ɔ-4 eaː-0 ŋ̟z t͡ɕ i-5 ɨ-0,False
THA_Nu_6_S00042_144,audio_data/train/THA_Nu_6_S00042_144.wav,l u-4 kpz m ɛ-5 z e-0 ɗ i-0 k iə-4 mz tʰ ɨ-4 kz a-0 nz,l u-4 kpz m ɛ-5 z e-0 ɗ i-0 k iə-4 mz tʰ ɨ-4 kz a-0 nz,S00042,l u-4 kpz m ɛ-5 z e-0 ɗ i-0 k iə-4 mz tʰ ɨ-4 kz a-0 nz,l u-4 kpz m ɛ-5 z e-0 ɗ i-0 k iə-4 mz tʰ ɨ-4 kz a-0 nz,False
HYT_Nu_6_S0005_74,audio_data/train/HYT_Nu_6_S0005_74.wav,n aː-1 ŋz t iə-0 nz k ɔ-4 k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz tʰ ɨ-4 m aː-1 n aː-1 ŋz m w o-4 nz,n aː-1 ŋz t iə-0 nz k ɔ-4 k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz tʰ ɨ-4 m ɛ-5 n aː-1 ŋz m w o-4 nz,S0005,n aː-1 ŋz t iə-0 nz k ɔ-4 k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz tʰ ɨ-4 m aː-1 n aː-1 ŋz m w o-4 nz,n aː-1 ŋz t iə-0 nz k ɔ-4 k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz tʰ ɨ-4 m ɛ-5 n aː-1 ŋz m w o-4 nz,True
NMA_7_NU_S0002_147,audio_data/train/NMA_7_NU_S0002_147.wav,t͡ɕ i-5 uz,t͡ɕ i-5 uz,S0002,t͡ɕ i-5 uz,t͡ɕ i-5 uz,False
THA_7_NU_S0043_140,audio_data/train/THA_7_NU_S0043_140.wav,k ə-5 uz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz,k ə-5 uz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz,S0043,k ə-5 uz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz,k ə-5 uz t͡ɕ ɔ-0 t əː-4 ɓ iə-4 tz,False
PTT_7_NU_S0041_152,audio_data/train/PTT_7_NU_S0041_152.wav,tʰ i-1 tʰ e-4 tʰ i-1 s aː-0 uz k ə-5 uz tʰ i-4 k̟z m uə-1 h ɛ-1,tʰ i-1 tʰ e-4 tʰ i-1 s aː-0 uz k ə-5 uz tʰ i-4 k̟z m uə-1 h ɛ-1,S0041,tʰ i-1 tʰ e-4 tʰ i-1 s aː-0 uz k ə-5 uz tʰ i-4 k̟z m uə-1 h ɛ-1,tʰ i-1 tʰ e-4 tʰ i-1 s aː-0 uz k ə-5 uz tʰ i-4 k̟z m uə-1 h ɛ-1,False
TTD_7_NAM_S0001_111,audio_data/train/TTD_7_NAM_S0001_111.wav,n ɔ-4 z ə-4 tz z e-2 tʰ ɨə-0 ŋz v aː-1 ɗ aː-4 ŋz iə-0 uz,l ɔ-4 z ə-4 tz z e-2 tʰ ɨə-0 ŋz v aː-1 ɗ aː-4 ŋz iə-0 uz,S0001,n ɔ-4 z ə-4 tz z e-2 tʰ ɨə-0 ŋz v aː-1 ɗ aː-4 ŋz iə-0 uz,l ɔ-4 z ə-4 tz z e-2 tʰ ɨə-0 ŋz v aː-1 ɗ aː-4 ŋz iə-0 uz,True
DNK_7_NU_S0048_132,audio_data/train/DNK_7_NU_S0048_132.wav,ɗ ɔ-4 l aː-1 t͡ɕ i-0 mz s ə-0 uz,ɗ ɔ-4 l aː-1 t͡ɕ i-0 mz s ə-0 uz,S0048,ɗ ɔ-4 l aː-1 t͡ɕ i-0 mz s ə-0 uz,ɗ ɔ-4 l aː-1 t͡ɕ i-0 mz s ə-0 uz,False
THA_Nu_6_S00042_163,audio_data/train/THA_Nu_6_S00042_163.wav,eaː-0 ŋ̟z tʰ ə-5 tz l aː-1 ɗ o-5 kpz aː-4 kz,eaː-0 ŋ̟z tʰ ə-5 tz l aː-1 ɗ o-5 kpz aː-4 kz,S00042,eaː-0 ŋ̟z tʰ ə-5 tz l aː-1 ɗ o-5 kpz aː-4 kz,eaː-0 ŋ̟z tʰ ə-5 tz l aː-1 ɗ o-5 kpz aː-4 kz,False
MK_7_NU_S0007_38,audio_data/train/MK_7_NU_S0007_38.wav,k ɔ-0 nz t a-1 mz a-0 nz z ə-0 uz,k ɔ-0 nz t a-1 mz a-0 nz z ə-0 uz,S0007,k ɔ-0 nz t a-1 mz a-0 nz z ə-0 uz,k ɔ-0 nz t a-1 mz a-0 nz z ə-0 uz,False
TTT_Nu_6_S00049_52,audio_data/train/TTT_Nu_6_S00049_52.wav,k ɔ-4 ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz l əː-5 nz,k ɔ-4 ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz l əː-5 nz,S00049,k ɔ-4 ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz l əː-5 nz,k ɔ-4 ɓ aː-0 eaː-0 ŋ̟z ɛ-0 mz l əː-5 nz,False
NTM_Nam_6_S00010_28,audio_data/train/NTM_Nam_6_S00010_28.wav,k ɔ-4 ɗ e-5 pz ɓ eaː-4 ŋ̟z t͡ɕ ɨ-0 ŋz,k ɔ-4 ɗ e-5 pz ɓ eaː-4 ŋ̟z t͡ɕ ɨ-0 ŋz,S00010,k ɔ-4 ɗ e-5 pz ɓ eaː-4 ŋ̟z t͡ɕ ɨ-0 ŋz,k ɔ-4 ɗ e-5 pz ɓ eaː-4 ŋ̟z t͡ɕ ɨ-0 ŋz,False
PTT_7_NU_S0041_22,audio_data/train/PTT_7_NU_S0041_22.wav,s w ə-0 nz l aː-1 mz t͡ɕ ɔ-0 k ə-0 iz l aː-4 t ɨə-0 iz t o-4 tz,s w ə-0 nz l aː-1 mz t͡ɕ ɔ-0 k ə-0 iz l aː-4 t ɨə-0 iz t o-4 tz,S0041,s w ə-0 nz l aː-1 mz t͡ɕ ɔ-0 k ə-0 iz l aː-4 t ɨə-0 iz t o-4 tz,s w ə-0 nz l aː-1 mz t͡ɕ ɔ-0 k ə-0 iz l aː-4 t ɨə-0 iz t o-4 tz,False
